rating,product_id,date,name,feedback
,,,,
5,20020452,Михаил,2013-03-11,"Шумность? А вы дверь в ванную закройте. Ни разу не подводила. Герметична на 100%, разряд аккумулятора легко прослеживается по уменьшению скорости оборотов. Зарядка - оставьте её на ночь и этого хватит. Пользуюсь 4 года - не было сменных насадок в продаже, купил новую щётку :) Основной недостаток - её надо ловить в продаже."
,,,,
4,20020452,Инна,2013-01-10,"Сделала сама себе подарок на Новый год.Осталась очень довольна. Есть пару минусов, но это терпимо. Минус 1:лично мне очень не хватает индикатора зарядки. Минус 2:может это мой недостаток, но я толком не поняла как и когда её заряжать.То ли разрядить надо полностью, то ли не надо. Как бы там не было, в инструкции все описано.Чистит она хорошо.Удобно лежит в руке. Насадки не дорогие(две за 420руб). Цена-качество идеально сопоставлены."
,,,,
5,20020452,Полина,2012-11-02,"Купила попользовалась, очень довольна. Сейчас купила вторую на дачу, чтобы не возить туда-сюда. Так как есть куда поставить на зарядке вторую насадку, пользуемся вместе с мужем разными насадками , а щетка одна. Плюс нравится, что не очень дорогие сменные насадки. Зубы стали на пол тона , а может и на тон светлее, что достаточно много)"
,,,,
2,20020452,Елена,2012-10-05,"Сбоит с первого дня покупки - не держит обороты, иногда не включается. Не довольна очень."
,,,,
3,20020452,Дина,2012-10-04,"Зубная щетка хорошая, чистит как надо, только вот одно большое НО: каждый раз после использования я не возвращала ее на зарядное устройство, а оставляла просто так стоять на раковине. Заряда хватило на 2 месяца (!), однако потом, когда щетка полностью разрядилась, зарядить ее нормально уже не получилось. Стоит на зарядке непрерывно уже несколько месяцев, раз в месяц я ее проверяю, надеясь на чудо, но чуда не происходит. Заряда хватает на 5 секунд. Может это и моя вина, что я ее полностью разрядила, но что-то мне подсказывает, что так быть не должно!"
,,,,
5,20019790,Андреё,2010-05-12,"относительно недолго я пользуюсь этим товаром.  я выбираю из моделей ДЭУ, т.к.цена и качество корейца меня удовлетворяет.  он маленький и удобный,не занимает много места,а недостатков в нём я не замечаю.  конечно, у всех разные вкусы и запросы,но как бюджетный вариант-рекомендую"
,,,,
5,20019790,Ирина,2010-05-13,"хорошая компактная модель с приличным объёмом пылесборника в 2,5 литра.Отличная мощность всасывания-340 Вт.С серебром в трубке для уничтожения всяких микробов.Удобная парковка."
,,,,
5,20019790,Кузина,2010-05-13,"Пользуюсь полгода. Искала специально небольшой, в однушку.   Из плюсов - удобно трубка ставится, в старом всегда падала (мне на ноги и на кота). Мощность вполне себе - к ковру присасывается. Трубка внутри с серебром - то, что воздух хоть как-то очищается (а там еще и фильтры), очень радует."
,,,,
2,20020454,snaiper,2009-10-05,"Цена деления у этих весов 200г что не очень удобно, хотя продавец в магазине утверждал что 100г(брал не в этом магазине, а так вроде ничего, пользуюсь уже два года..."
,,,,
5,20020480,Андрей,2009-08-03,"Сплит-система мне очень понравилась! Компактная (легко вмещается в багажник), достаточно лёгкая... Цена приемлимая + бесплатная установка (хотя пока ещё не установили...). В интерьер вписывается просто чудно. Удобный пульт...   ... а вот как она будет работать я ещё пока не знаю....., но надеюсь, что когда-нибудь (хорошо, если это будет лето)почувствую приятный холод!"
,,,,
4,20020477,Rtdryh,2010-06-08,"Воздушный поток совсем не направляется в вертикальном направлении. Связано с тем, что на крыльчатке есть прямые направляющие. Всегда дует прямо. И еще на самой маленькой скорости слишком сильно дует. Спрятаться от него в малой комнате не реально. Либо дует потоком, либо движение воздуха от стен все равно чувствуется. не комфортно."
,,,,
5,20020461,Андрей,2015-07-09,"Приобрели эту модель в марте. За пол года работы ни разу не подвела. На первый вид, когда выбирали, боялись что будет массивной (до этого была выдвижная небольшая вытяжка). На самом деле все наоборот за счет стекла, видимо, и вообще внешний вид продуман хорошо. Сделана добротно, рад качеству."
,,,,
5,20020480,Павел,2010-07-16,Достойный кондиционер! Охлаждает быстро (помещение 16кв/м).Низкий уровень шума. Отличное соотношение цена/качество.
,,,,
2,20020454,Елена,2011-06-10,"сломались на следующий месяц,замена батареи не помогла.весы хорошие но сломались что то очень быстро."
,,,,
4,20020490,MegaVolt,2010-07-22,Через 3 года замена платы управления  6500руб 8(( c работой  А так машинка ничего
,,,,
5,20020528,Руслана,2017-02-24,"Хороший пылесос, очень мощный и хорошо собирает грязь ,Нету,""Пользуемся уже полгода, недостатков практически не обнаружено. Очень удобная и легкая щетка – можно пылесосить даже под шкафами. Влажная уборка просто замечательная, тряпкой пол так не отмоешь. Также, после влажной уборки чувствуется свежесть воздуха, """"аквафильтр"""" в название вынесен не зря. Еще очень радует мощность – отлично пылесосит ковры как с длинным, так и с коротким ворсом."""
,,,,
5,20020528,Надя,2017-02-22," не привередлив в уходе, прост в експлуатации, достаточно легкий как для моющего пылесоса, маневренный,нет,""быстро доставили, за что спасибо магазину. Чистит мягкую мебель лучше чем химчистки, благодаря моющему концентрату который идет в комплекте. С помощью щелевой насадки можно убрать труднодоступные места. всем рекомендую."""
,,,,
4,20020528,Сергей,2010-04-01,"Доброе время суток. Перед тем как приобрести много провел времени на просторах интернета. Во общем все что пишет про данный аппарат правда, кроме одного. Почему то все про это молчал. Аппарат хорош в режиме сухой уборке с аквафильтром, хорош в режиме влажной уборке ковров-паласов-мебели, но совершенно не приспособлен к уборке кафеля-ламината-паркета (про ламинат и паркет сказано в инструкции - что нельзя). Напор распылителя очень слаб, пыль соберет, а засохшую или присохшую грязь не возьмет. Бочек 2,4 литра уходит весь на палас 3*4, если вести со средней скоростью. Не обольщайтесь чудес не бывает, полностью швабру не заменит! Я определил для себя что, пылесосить, чистить ковры-паласы-мебель и все. А так же советую перед приобретением зайти а сайт http://www.thomas.ru и внимательно прочитать про гарантию и сервис."
,,,,
5,20020528,София,2017-03-23,"Прекрасный вариант моющего пылесоса! Если вам в доме необходима настоящая чистота и уют, то этот пылесос вам реально может помочь достичь своей цели! Так было и со мной! После покупки пылесоса наша квартира преобразилась на глазах!"
,,,,
5,20020528,Юля,2017-01-31,"Очень хорош! Ничего лишнего, только то что реально необходимо для работы хорошего пылесоса! Один из лучших в своём классе! Ни на секунду не пожалела о своей покупке! Этой моделью пользуется и моя свекровь и сестра, он им тоже очень приглянулся! Советую"
,,,,
5,20020528,Елена,2015-08-17,"Приобрела с месяц назад, но уже очень довольна покупкой. В доме собака, пылесос с шерстью и песком справляется на ура. За первую уборку раза четыре меняла воду, даже не думала, что в ковре столько грязи. Использую в разных режимах, все устраивает. В других отзывах писали, что нет крышки от ведерка для воды, с этим согласна, она бы совсем не помешала, т.к. снимать и мыть каждый раз крышку от пылесоса страшно, ее крепление  с виду очень хлипкое. Всасывает отлично, линолеум аж приподнимает. Главное промывать шланг и все внутренности после каждой уборки. Пылесосом довольна, советую к покупке"
,,,,
5,20020528,Денис,2015-03-09,"Заказывал в ноябре 2014 через интернет. Достаточно тяжелый и занимает место, но он того стоит. Мощность отличная,  убирать им просто удовольствие.  Кто-то писал, что мыть фильтры и разбирать его  очень долго. Всё это ерунда. На промывку фильтра уходит 3-4 минуты. Шланг действительно перекручивается, но к этому быстро привыкаешь."
,,,,
4,20020528,Анастасия,2015-01-15,"Пылесос мощный, прост в обращении,после уборки мытье занимает 5-7 минут. Минус в том,что ведерко не имеет верхней крышки, поэтому приходится протирать ее,  не совсем удобно,тем более что сама крышка из тонкого пластика.  А так за эти деньги отличная вещь. И с расходниками у него нет проблем"
,,,,
4,20020512,Виктор,2016-04-06,"Тостер отличный, тосты прожариваются равномерно, есть функция подогрева булочек и разморозки. Единственный минус - большой размер, если бы ознакомился с ним на полке в магазине, то наверное взял бы поменьше."
,,,,
5,20020564,Роман,2010-03-12,"Взяли такую недавно за 21990. Готовили один раз пока. Духовка оставляет приятное впечатление. Наличие телескопических направляющих - большой бонус! Не жалею, что переплатили пару тысяч, вместо того, чтоб взять 7330BX. Немного не понятно с функцией акваклин. Если ее запустить, то после окончания невозможно сразу протирать духовку, т.к. все горячее, особенно дно. А если ждать пока остынет, то тогда остатки пищи снова успеют засохнуть."
,,,,
4,20020508,Олеся,2011-03-24,"Это наша первая соковыжималка, качеством отжима довольна, жмых если приложить усилия, то пару капель выжать можно. Мыть хоть и быстро, но муторно (особенно сеточку)я думаю , что они все так моются. Пластмасса действительно красится от морковки, думаю от свеклы тоже будет (еще не пробовала)."
,,,,
5,20020513,Танюшенька,2013-12-15,"Просто в восторге!!!! По утрам так удобно, хлеб получается вкусным. Все советую!!!"
,,,,
5,20020513,Джамиля,2014-10-04,Достойный тостер! Служит уже 2 года! Цена/качество на высоте!
,,,,
5,20020581,Виктор,2011-06-22,"Замечательный девайс. Из разряда ""включил-и-забыл"" )) При покупке в комплекте не было крепления, но оно и не нужно, т.к. эту водогрейку можно повесить буквально на два гвоздя."
,,,,
5,20020581,Konstantin,2011-06-16,"Прекрасно справляется со своей задачей, управление простое и действенное. Есть функция ""убавния"" вредных организмов (полезно, если вода долго стояла или нет уверенности в её безопасности).  Выглядит очень хорошо, реально не большой, прекрасно вписывается в туалет над бачком (совершенно не мешает)"
,,,,
5,20020620,Анна,2010-07-12,"Очень довольна машинкой! Выбирали наиболее бесшумную, т.к. готовились к появлению малыша, и не ошиблись. Стирает и отжимает очень тихо, есть режим ""Ночная стирка"". А еще очень удобно наличие экспресс-циклов, когда белье не сильно загрязнено и долго его стирать нет смысла. В некоторых режимах есть удобная функция: если вы не успели после окончания стирки достать белье из машинки, она будет периодически прокручивать барабан до тех пор, пока вы ее не выключите.  Машинка у нас уже около полугода. Стираю очень часто - почти каждый день. И до сих пор никаких неполадок в ее работе не было."
,,,,
5,20020631,Денис,2011-01-17,Полностью согласен с отзывом Николая из Ульяновска. Весы очень хорошие. Рекомендую всем!
,,,,
5,20020631,Евгений,2010-09-08,"Отличные весы!На линолеуме всё точно показывают,причем измерения проводил в разных местах комнаты.Никаких отклонений не замечено.Очень рад,что приобрел эти весы!"
,,,,
1,20020627,Сергей,2010-07-30,"около полугода все было ОК – напрягало лишь поскрипывание корпуса при взвешивании. через полгода что-то в весах при взвешивании “треснуло” и результаты взвешиваний стали искажаться. т.е. они не только выглядят хлипкими, они такими и является."
,,,,
1,20020583,Асхаб,2010-10-17,"Греет воду нормально, был в эксплуатации около двух лет. Вроде бы не к чему придраться, но... Если полетел тэн, можете выбросить прибор на свалку – не ремонтируется (тэн приварен и не извлекается, соответственно замене не подлежит)."
,,,,
3,20020587,Alexey,2010-06-15,"Куплен для помещения примерно 12 м.кв  Слишком шумно.  Охлаждает на тройку, целый день пашет, но добиться чтобы в помещении было холодно не получается.  Из плюсов, за день работы по воде вопросов нет - куда она девается - загадка :)"
,,,,
2,20020632,Мария,2010-05-13,"Купили пылесос 08.05.2010 все вроде устроило. Когда дома включили не понравилось: 1. Очень громко шумит, даже не возможно пылесосить; 2. Неприятный запах при уборке; 3. Шланг и трубка, а также щетка все не удобно, так что одни только негативные моменты. Решили вернуть в магазин, они отказались принять, т.к. уже использовался."
,,,,
4,20020582,Андрей,2010-05-19,"Термопара была сломана надвое. Хорошо, что сервисмены все сделали быстро реально.   В остальном - очень удобная модель, с хорошим качеством."
,,,,
5,20020570,Ирина,2009-12-15,У меня такой же фен. Мне его подарили года 3-4 назад. Самый лучший фен который когда либо у меня был.
,,,,
5,20020728,Олег,2015-04-26,"Давно знаю эту фирму. Могу с большой уверенностью сказать что на рынке мало такой качественной и хорошей техники, прекрасно, что данная фирма  с родной сборкой в Словении очень давно присутствует на российском рынке. Ещё в далёкие 80-е у моих родителей была плита Gorenje с простыми конфорками, проработала она у них больше двадцати лет, и по сей день у знакомых стоит на даче и работает. Вот это я понимаю качество и долговечность продукта, как говорится купил и забыл. Компания Gorenje использует очень качественные материалы в своих плитах, во-первых это стекло Еврокера один из мировых производителей по стеклокерамике, очень удобное по уходу и очень устойчиво ко внешним воздействиям. Внутренне покрытие духовке легко моется, у данной компании есть удобный режим, называется он очистка паром, это классический вариант по чистке духовке за счёт пара, наливается в противень вода включается этот режим и все,  не надо тратить кучу времени и своих сил по уходу за духовкой,  останется только протереть внутреннюю камеру духовки и радоваться чистоте. Много всяких режимов по приготовлению как для выпечки, так и для жарки и запекания. За счёт равномерного распределения тепла никогда не случится  неприятных казусов, ваша задача  просто положить продукт, выбрать нужный режим, для вашего удобства есть таймер, можно запрограммировать время приготовления, таймер отключается в назначенное время. Порадовала богатая комплектация: два противня, один мелкий другой глубокий, причем такого глубокого противня я не видел ни одного производителя, телескопы в духовом шкафу супер  удобно,  противень легко достаётся за счёт направляющих, также порадовало плавное закрывание дверцы духовки, что даёт большое преимущество при частом использовании, ничего не хлопает и все плотно закрывается. Есть замок механический в верхней части дверцы для защиты от детей. При желании его можно легко снять. Рабочая поверхность имеет четыре конфорки HiLight две из которых имеют зону расширения, что считаю очень удобным и функциональным. По нагреву и времени приготовлению претензий нет, все очень быстро и вкусно. Использую хорошую посуду с ровным дном для стеклокерамики, но есть казан чугунный, боялся что больше не смогу им пользоваться и готовить свой фирменный плов, был уверен, что на стеклокерамике такой посудой нельзя пользоваться, но, оказалось, все прекрасно работает, за счёт того что конфорки HiLight быстрого нагрева, все готовится очень быстро. Моется и очищается стекло отлично, у меня для этого два средства: скребок для стеклокерамики и средство для поверхности. Скребок нужен, если у вас что-то пригорело во время приготовления, а средство для чистки варочной поверхности, и  ваша помощница на кухне всегда будет выглядеть как новая. Покупкой очень доволен. Желаю всем хороших приобретений!"
,,,,
5,20020743,Лиза,2015-12-19,"Обошла перед покупкой много магазинов и десятка два плит пересмотрела и перещупала, но в итоге остановилась на Бош, европейское качество все-таки неплохо котируется) Плита достаточно удобная, краники конфорок расположены спереди, а не сбоку - так легче температуру регулировать, все под рукой, а с боковушками пока дотянешься - суп убежит) Непривередливая к посуде, что тоже очень немаловажный плюс - можно даже старые чугунные гусятницы и сковородки советского производства ставить, решетка от них не страдает и места полно между конфорками, чтобы все это дело нормально разместить) Решеточка, кстати, очень легко снимается и хорошо становиться обратно на свое место. Конфорки всегда зажигаются шустро, ни разу еще не было задержек, 1-2 секунды - и готово) Радуюсь неимоверно, что выбрала ее в черном цвете, очень легко ухаживать за такой, с белой плитой даже не сравнить ни по времени чистки, ни по затраченным усилиям)"
,,,,
5,20020683,Марина,2012-01-03,"Пользуюсь щеткой уже год, недостатков не замечено. По соотношению цена/качество, пожалуй, лучшее предложение на рынке. После нее обычные мануальные щетки - каменный век."
,,,,
5,20020683,Лёша,2011-01-06,Пользовался этой щёткой 6 лет. Всё было превосходно. Теперь аккумулятор стал держать слабовато.
,,,,
2,20020701,Дмитрий,2010-11-12,"Купил машинку по акции, два месяца ждала окончания ремонта. Когда поставили, сразу начала тупить, 20сек. моет, 20 молчит. Сначала думал такая особенность работы, но когда обнаружил мокрое моющее средство недалеко от крышки, понял, что есть косяк. Мастер СЦ выявил сбой в работе программного модуля!!!.Пришлось менять в магазине на другую. Выбрал Бош (функционал конечно ниже, но качество материалов и сбоки на порядок выше) и не нарадуюсь. Может конечно единичный брак, но осадочек остался"
,,,,
5,20020654,Юлия,2010-01-21,"Духовой шкаф просто замечательный. Печет со всех сторон равномерно. Стенки шкафа очищаются сами, протирать нужно только низ шкафа и то не всегда. Очень довольна. Советую всем."
,,,,
2,20020678,bestserg,2011-06-14,"У водонагревателя абсолютно ВСЕ пластиковое, что не добавляет надежности. В руках все кажется очень хрупким... Чтобы полноценно нагревать воду требуется включать на полную, а для 5кВт нужно тянуть отдельный кабель со щитка (очень желательно), иначе старая проводка может не выдержать.   У меня упал напор воды и пластиковый бак у водонагревателя лопнул. Запаял, но в результате выкинул все-таки."
,,,,
5,20020692,Светлана,2011-06-20,"Очень рада что остановились именно на этой модели,пользуюсь уже 6 месяцев,очень часто.Все очень продуманно,легко отсоединяется при мытье.Всем советую."
,,,,
5,20020666,Александр,2011-06-14,"Прочитал отзывы, ранее ничем подобным не пользовался, приобрел и за вечер почти 3 кг апельсинов с женой трамбанули путем перегонки их в сок, выход более 50 %, почти 60. Остались очень довольны, рекомендую. Имеется реверс, 2 насадки, несколько шумновата. О надежности говорить пока рано."
,,,,
3,20020701,влад,2010-05-17,"моет на троечку, сушит на четвёрочку."
,,,,
4,20020791,Юлия,2016-09-21,Фирма чайника хорошая. Проработал года 2 и до сих пор работает хоть прогнил. Наверху возле крышки дырка.
,,,,
4,20020791,Оксана,2016-09-06,Чайником пользуюсь несколько месяцев. Нравится дизайн.При закипании запотевает крышка (для меня не критично). Время покажет сколько чайник будет работать.
,,,,
5,20020791,Виктория,2015-04-20,"Купили чайник благодаря дизайну: красненький, яркий, красивый. Но с функциями он тоже не подвел - греется быстро, не протекает ничего. Ручка удобная, подставка устойчивая. Фирма bosh не подводит, хорошая сборка."
,,,,
3,20020801,людмила,2012-07-14,"Мне не понравился.Не совсем тихий,маломощный-на расстоянии 2-х метров даже на большой скорости не достаёт. Мне попался ещё и с браком, постоянно нужно при включении шевелить провод. Завтра пойду менять."
,,,,
5,20020801,Марина,2011-07-14,"Купили этот вентилятор 1,5 месяца назад. Очень довольны. Работает бесшумно."
,,,,
5,20020801,Эд,2011-07-06,Мощный для такого малыша. Работает месяц без проблем. Вначале поскрипывал но видимо притерся и теперь скрипов нету.Крепления хороше.Доволен
,,,,
5,20020803,Антон,2017-07-18,"компактный, функциональный  не передрался, свою функцию выполняет обычный вентилятор, можно крепить за прищепку, либо просто ставить на ровную горизонтальную поверхность . цена чуток завышена."
,,,,
2,20020803,Андрей,2016-09-06,шумный. воздушный поток слабый. не рекомендую покупать. лучше взять напольный.
,,,,
5,20020791,Елена,2013-04-25,"Чайник хороший. Работает уже ДВА года на даче. Выдерживает перепады температуры в помещении, не течет, не брахлит, пользуем в режиме он-лайн, постоянно. Рекомендую."
,,,,
3,20020765,Николай,2010-08-18,"Установщики проверили, сказали все подключено нормально. На выходе температура +14. Комнату 18м охлаждает миниму до 22 :-(. Фигня какая-то, то ли кондей плохой, то ли установка. Не знаю что теперь делать. Если кто столкнулся с такой проблемой, напишите, пожалуйста. И не смог найти кнопку тестирования под передней панелью внутреннего блока."
,,,,
3,20020801,Ольга,2012-08-06,"Купила сегодня, собрала, включила, не могла нарадоваться полчаса. Потом начал дребежжать как трактор. Подумала, может собрала не правильно или слабо затянула, муж перебрал заново, включили, а он снова дребежжит. Шума от лопастей нет, дребежжание в самом моторе сзади. Покупкой не довольна, скорее всего пойду менять."
,,,,
5,20020791,Лена,2011-06-02,"я таким чайником пользуюсь уже полтора года и претензий к данному товару у меня нет, после нас знакомые купили такой же чайники"
,,,,
5,20020794,Антон,2010-04-07,"Почитав отзывы и в принципе не будучи стесненным в денежных средствах выбрал все-таки эту модель. И, удивительно, об этом не жалею. Качество мойки по отзывам отличное и я это подтверждаю. У тех у кого не моют - не знают как раскладывать посуду. Надо соблюдать рекомендации. Посуды вмещает  много."
,,,,
5,20020798,Антон,2009-10-16,"отличная духовка, все в ней получается очень вкусно. купили в июне, очень довольны."
,,,,
5,20020867,Vladimir,2010-02-06,"Купил на прошлой неделе, оцениваю как человек который практически ничего не гладит, аппарат классный разглаживает все и без особых проблем, особенно с паром,так что рекомендую!"
,,,,
5,20020867,юлия,2011-06-03,"Я уже много лет пользуюсь утюгами tefal,очень-очень довольна! Вот вышла новая модель с первой в мире самоочищающейся подошвой,преобрела,погладила. Я счастлива! Кто не пользовался утюгами этой фирмы- очень рекомендую,не пожалеете!!!"
,,,,
5,20020870,Анна,2016-01-26,"Плита просто ужасно нравится, такая удобная модель! На рынке не так много узких панелей, так что повезло, что выбрали такую удачную. Из полезных функций: есть таймер на каждую конфорку (!!!), можно выставить нужное время приготовления и уйти, не боясь, что что-то переварится. Две конфорки - с зоной расширения для более объемной посуды. Еще есть индикатор остаточного тепла и защита от детей для каждой конфорки. Выставлять все очень просто, управление простое и грамотное. Красиво смотрится на нашей кухне ( а главное необычно), многие спрашивают тип модели. Мою довольно часто из-за черного цвета, но я просто тот еще аккуратист!"
,,,,
5,20020836,Анастасия,2012-09-18,"Хочу оправдать этот эпилятор, он конечно не идеален но все таки. Отличный бюджетный вариант, эпилирует хорошо, волоски удаляет практически все за исключением микроскопических(кстати в инструкции написано с какой длиной он справляется). Очень громкий. Пользуюсь им уже второй год, замечаний нет. Работает исправно, удобен в поездке т.к много места не занимает. Имеет две скорости. Результат держится долго. Покупкой довольна, берите не пожалеете."
,,,,
4,20020856,Дмитрий,2015-10-26,"Купил эту плиту еще до долларового кульбита. Плита шикарная ! и защита от детей ,таймеры которые сами отключают пламя и.т.д . Единственный минус плохая герметизация между панелью и конфоркой , в следствии чего от выкипающих супов и.т.д. окисляется седло термопары и теряется контакт на массу и соответственно именно эту конфорку не зажечь !     Для меня это пустяк с помощью высокотемпературного герметика проблему решил (поэтому минус одна звезда)"
,,,,
5,20020837,Александра,2011-12-12,"4 года пользуемся. Очень удобная, легко моется, все работает! Всем рекомендую. Один небольшой минус - когда долго что-то готовишь нагревается панель сенсорного управления."
,,,,
5,20020803,Максим,2010-06-25,"купил вчера,поставил на работе перед столом,отлично ганяет воздух и даже не шумит,цена оправдана ,но можно рублей 150 скинуть ,а так даволен"
,,,,
1,20020803,Тимур,2016-07-23,"Вентилятор издает скрежещущий звук. Разницы между 1 и 2 скоростями почти нет. Едва дует. Возможно, что попался бракованный.  Сдам обратно."
,,,,
1,20020824,Наталья,2016-10-04,"Установили спустя год после покупки в силу ряда причин. Гарантия естественно кончилась.  Панель хранилась в прохладном темном месте :D  А один из кранов не держит и с него и с конфорки в выключенном состоянии идет газ.   Вот такая вот новая панелька Bosch.  Разумеется, к покупке не рекомендую."
,,,,
3,20020836,Ксения,2012-03-11,"Минус-сильно шумит,сбривает волосы не особо,хватает ненадолго.Выбритых ног хватает от силы на больше недели.Советую фирмы Braun."
,,,,
2,20020875,Елена,2013-11-05,"Вроде нарисован на упаковке венчик, а внутри нету"
,,,,
5,20020875,Татьяна,2013-08-19,"Сегодня купила этот блендер для того, чтобы готовить различные пюре для маленького ребенка. Придя домой сразу же опробовала покупку. Пюре для малыша приготовила в считанные секунды. Ни одного комочка!! Что очень важно для малышей, которые еще не умеют жевать. В общем, если вы ищите блендер, чтобы готовить для ребеночка - это отличный и главное недорогой вариант. Советую!"
,,,,
2,20020875,Оксана,2013-05-31,"Интересно, мне одной так не повезло? Купила данную модель, в инструкции не написано, что крышку нельзя мыть под краном, соответственно крышка мылась (только потом на ней самой разглядела знак перечеркнутый кран), теперь в нее налилась вода и не выливается вся, а сочится коричневая какая то... Да и как отмывать эту крышку не проточной водой - как ни вытираю, но по углам-граням остаются какие-то остатки и темнеют.. Фигня в итоге("
,,,,
4,20020886,Анна,2010-04-12,"Купила данную марку утюга, все нравится, устойчивый, защита шнура, работает приятно, хорошо скользит, не течет, маневренный. Но попался некачественный, не работает пульверизатор даже при заполненной до максимальной отметки емкости. Пойду менять и надо проверить на месте, чтобы все работало."
,,,,
2,20020886,Любовь,2010-09-13,"Мне не понравился этот утюг, может правда потому что до этого был этой же марки и понавороченней...Не понравилось что плохо отпаривает, довольно легкий, буду покупать новый и на цене не экономить"
,,,,
4,20020922,Santa,2009-08-24,"Купила в подарок пылесос ""Пеликан"" - красивый, мощность устроила, насадки, моющиеся фильтры; также очень хорошо, что имеется функция сбора жидкости. Одно расстраивает - приложенную инструкцию пользователя использовать в качестве инструкции сложно - нет ответов на такие (для меня лично насущные)вопросы -   1)можно-ли работать пылесосом только от аккумулятора пылесоса или его обязательно надо подключать к аккумулятору автомобиля? (написано непонятно)  2) как долго надо проводить зарядку акккумулятора во второй и последующие разы? (в инструкции сказано только про первый раз)."
